Periodo;Ano;Mes;Trimestre;Semestre;Regiao;Instituicao;Populacao_Regiao;Num_Municipios;Consumo_Carbapenemes;Consumo_Outros_Antibioticos;Consumo_Total_Antibioticos;Percentual_Carbapenemes;Consumo_Carbapenemes_Per_Capita;Total_Urgencias;Urgencias_Geral;Urgencias_Pediatricas;Urgencias_Obstetricia;Urgencias_Psiquiatrica;Total_Urgencias_Per_Capita;Total_Consultas;Primeiras_Consultas;Consultas_Subsequentes;Total_Consultas_Per_Capita;Peso_Medio_Carbapenemes
2021-03;2021;3;1;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4067259.0;66.0;;;;;;20511.0;15251.0;3160.0;2100.0;0.0;504.3;50552.0;13369.0;37183.0;1242.9;
2021-04;2021;4;2;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4067259.0;66.0;;;;;;29061.0;20984.0;5116.0;2961.0;0.0;714.51;71854.0;20300.0;51554.0;1766.64;
2021-05;2021;5;2;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4067259.0;66.0;;;;;;39512.0;27761.0;7911.0;3840.0;0.0;971.47;94569.0;27569.0;67000.0;2325.13;
2021-06;2021;6;2;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4067259.0;66.0;;;;;;50276.0;34577.0;10990.0;4709.0;0.0;1236.12;115272.0;34021.0;81251.0;2834.14;
2021-07;2021;7;3;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4067259.0;66.0;;;;;;61369.0;41710.0;13994.0;5665.0;0.0;1508.85;135214.0;39938.0;95276.0;3324.45;
2021-08;2021;8;3;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4067259.0;66.0;;;;;;71295.0;48580.0;16192.0;6523.0;0.0;1752.9;153095.0;45449.0;107646.0;3764.08;
2021-09;2021;9;3;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4067259.0;66.0;;;;;;81489.0;55146.0;18917.0;7426.0;0.0;2003.54;173022.0;51236.0;121786.0;4254.02;
2021-10;2021;10;4;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4067259.0;66.0;;;;;;92762.0;61458.0;23005.0;8299.0;0.0;2280.7;194576.0;57722.0;136854.0;4783.96;
2021-11;2021;11;4;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4067259.0;66.0;;;;;;103708.0;67629.0;27038.0;9041.0;0.0;2549.83;217210.0;64539.0;152671.0;5340.45;
2021-12;2021;12;4;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4067259.0;66.0;;;;;;114424.0;74250.0;30332.0;9842.0;0.0;2813.3;236671.0;70116.0;166555.0;5818.93;
2022-01;2022;1;1;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4118481.0;66.0;;;;;;10111.0;6684.0;2621.0;806.0;0.0;245.5;20656.0;6274.0;14382.0;501.54;
2022-02;2022;2;1;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4118481.0;66.0;;;;;;20348.0;12876.0;5883.0;1589.0;0.0;494.07;40955.0;12427.0;28528.0;994.42;
2022-03;2022;3;1;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4118481.0;66.0;;;;;;33540.0;20471.0;10595.0;2474.0;0.0;814.38;64613.0;19483.0;45130.0;1568.86;
2022-04;2022;4;2;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4118481.0;66.0;;;;;;45602.0;27666.0;14570.0;3366.0;0.0;1107.25;84269.0;25460.0;58809.0;2046.12;
2022-05;2022;5;2;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4118481.0;66.0;;;;;;59163.0;35688.0;19141.0;4334.0;0.0;1436.52;108273.0;32584.0;75689.0;2628.95;
2022-06;2022;6;2;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4118481.0;66.0;;;;;;70414.0;42730.0;22499.0;5185.0;0.0;1709.71;128918.0;39117.0;89801.0;3130.23;
2022-07;2022;7;3;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4118481.0;66.0;;;;;;81322.0;49675.0;25573.0;6074.0;0.0;1974.56;149073.0;44903.0;104170.0;3619.61;
2022-08;2022;8;3;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4118481.0;66.0;;;;;;91615.0;56671.0;27958.0;6986.0;0.0;2224.49;169035.0;51199.0;117836.0;4104.3;
2022-09;2022;9;3;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4118481.0;66.0;;;;;;102027.0;63412.0;30848.0;7767.0;0.0;2477.3;190106.0;57590.0;132516.0;4615.93;
2022-10;2022;10;4;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4118481.0;66.0;;;;;;114593.0;70513.0;35398.0;8682.0;0.0;2782.41;212474.0;64157.0;148317.0;5159.04;
2022-11;2022;11;4;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4118481.0;66.0;;;;;;127050.0;77159.0;40365.0;9526.0;0.0;3084.88;236978.0;71444.0;165534.0;5754.01;
2022-12;2022;12;4;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4118481.0;66.0;;;;;;136416.0;83089.0;43007.0;10320.0;0.0;3312.29;257320.0;77135.0;180185.0;6247.93;
2023-01;2023;1;1;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4179246.0;66.0;;;;;;10368.0;6350.0;3210.0;808.0;0.0;248.08;25110.0;7334.0;17776.0;600.83;
2023-02;2023;2;1;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4179246.0;66.0;;;;;;19961.0;12275.0;6211.0;1475.0;0.0;477.62;43929.0;12914.0;31015.0;1051.12;
2023-03;2023;3;1;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4179246.0;66.0;;;;;;30579.0;18882.0;9435.0;2262.0;0.0;731.69;70284.0;20538.0;49746.0;1681.74;
2023-04;2023;4;2;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4179246.0;66.0;;;;;;39995.0;25121.0;11937.0;2937.0;0.0;956.99;90357.0;26311.0;64046.0;2162.04;
2023-05;2023;5;2;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4179246.0;66.0;;;;;;50854.0;31699.0;15323.0;3832.0;0.0;1216.82;115540.0;33603.0;81937.0;2764.61;
2023-06;2023;6;2;1;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4179246.0;66.0;;;;;;60748.0;38149.0;17914.0;4685.0;0.0;1453.56;137405.0;40033.0;97372.0;3287.79;
2023-07;2023;7;3;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4179246.0;66.0;;;;;;70611.0;44630.0;20295.0;5686.0;0.0;1689.56;158108.0;45811.0;112297.0;3783.17;
2023-08;2023;8;3;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4179246.0;66.0;;;;;;80355.0;51287.0;22380.0;6688.0;0.0;1922.72;177695.0;51341.0;126354.0;4251.84;
2023-09;2023;9;3;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4179246.0;66.0;;;;;;89430.0;57328.0;24601.0;7501.0;0.0;2139.86;198321.0;57222.0;141099.0;4745.38;
2023-10;2023;10;4;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4179246.0;66.0;;;;;;99015.0;63301.0;27425.0;8289.0;0.0;2369.21;222306.0;63722.0;158584.0;5319.28;
2023-11;2023;11;4;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4179246.0;66.0;;;;;;108458.0;68894.0;30546.0;9018.0;0.0;2595.16;246872.0;70761.0;176111.0;5907.09;
2023-12;2023;12;4;2;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;4179246.0;66.0;;;;;;118593.0;74816.0;34024.0;9753.0;0.0;2837.66;266465.0;75920.0;190545.0;6375.91;
2015-01;2015;1;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4002369.0;66.0;327.0;7871.0;8198.0;3.99;8.17;;;;;;;;;;;0.039961370481618
2015-02;2015;2;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4002369.0;66.0;377.0;7134.0;7511.0;5.02;9.42;;;;;;;;;;;0.0503031738775276
2015-03;2015;3;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4002369.0;66.0;272.0;7217.0;7489.0;3.63;6.8;;;;;;;;;;;0.0363391002965208
2015-04;2015;4;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4002369.0;66.0;268.0;7127.0;7395.0;3.62;6.7;;;;;;;;;;;0.0363453760318806
2015-05;2015;5;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4002369.0;66.0;247.0;5867.0;6114.0;4.04;6.17;;;;;;;;;;;0.0405009733939
2015-06;2015;6;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4002369.0;66.0;277.0;6540.0;6817.0;4.06;6.92;;;;;;;;;;;0.0407450784695134
2015-07;2015;7;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4002369.0;66.0;350.0;6605.0;6955.0;5.03;8.74;;;;;;;;;;;0.0503234508422045
2015-08;2015;8;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4002369.0;66.0;356.0;5924.0;6280.0;5.67;8.89;;;;;;;;;;;0.0567547488306391
2015-09;2015;9;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4002369.0;66.0;349.0;5821.0;6170.0;5.66;8.72;;;;;;;;;;;0.0565866100221772
2015-10;2015;10;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4002369.0;66.0;474.0;6885.0;7359.0;6.44;11.84;;;;;;;;;;;0.0644487147136654
2015-11;2015;11;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4002369.0;66.0;292.0;6736.0;7028.0;4.15;7.3;;;;;;;;;;;0.0416612327646507
2015-12;2015;12;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4002369.0;66.0;327.0;6443.0;6770.0;4.83;8.17;;;;;;;;;;;0.0483446153846153
2016-01;2016;1;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4003306.0;66.0;394.0;6979.0;7373.0;5.34;9.84;;;;;;;;;;;0.0534804513967093
2016-02;2016;2;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4003306.0;66.0;296.0;7442.0;7738.0;3.83;7.39;;;;;;;;;;;0.0383351588170865
2016-03;2016;3;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4003306.0;66.0;268.0;7245.0;7513.0;3.57;6.69;;;;;;;;;;;0.0356927156025569
2016-04;2016;4;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4003306.0;66.0;332.0;6696.0;7028.0;4.72;8.29;;;;;;;;;;;0.0473238368029879
2016-05;2016;5;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4003306.0;66.0;337.0;5905.0;6242.0;5.4;8.42;;;;;;;;;;;0.0540855013901789
2016-06;2016;6;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4003306.0;66.0;383.0;5521.0;5904.0;6.49;9.57;;;;;;;;;;;0.0649760684518888
2016-07;2016;7;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4003306.0;66.0;401.0;5383.0;5784.0;6.93;10.02;;;;;;;;;;;0.0693258307872631
2016-08;2016;8;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4003306.0;66.0;338.0;5927.0;6265.0;5.4;8.44;;;;;;;;;;;0.0539811570367265
2016-09;2016;9;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4003306.0;66.0;416.0;5617.0;6033.0;6.9;10.39;;;;;;;;;;;0.0690817049887233
2016-10;2016;10;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4003306.0;66.0;251.0;6077.0;6328.0;3.97;6.27;;;;;;;;;;;0.0397911064099532
2016-11;2016;11;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4003306.0;66.0;308.0;6221.0;6529.0;4.72;7.69;;;;;;;;;;;0.0472668461515324
2016-12;2016;12;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4003306.0;66.0;297.0;7264.0;7561.0;3.93;7.42;;;;;;;;;;;0.0393074970600844
2017-01;2017;1;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4009920.0;66.0;340.0;7330.0;7670.0;4.43;8.48;;;;;;;;;;;0.0443260760248076
2017-02;2017;2;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4009920.0;66.0;267.0;6893.0;7160.0;3.73;6.66;;;;;;;;;;;0.0373794900469322
2017-03;2017;3;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4009920.0;66.0;240.0;6994.0;7234.0;3.32;5.99;;;;;;;;;;;0.0331980132973067
2017-04;2017;4;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4009920.0;66.0;295.0;5748.0;6043.0;4.88;7.36;;;;;;;;;;;0.0488427892829798
2017-05;2017;5;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4009920.0;66.0;310.0;6004.0;6314.0;4.91;7.73;;;;;;;;;;;0.0491711303138642
2017-06;2017;6;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4009920.0;66.0;470.0;6757.0;7227.0;6.5;11.72;;;;;;;;;;;0.0651399809603493
2017-07;2017;7;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4009920.0;66.0;356.0;5849.0;6205.0;5.74;8.88;;;;;;;;;;;0.0574972046506479
2017-08;2017;8;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4009920.0;66.0;360.0;6593.0;6953.0;5.18;8.98;;;;;;;;;;;0.0518662976235706
2017-09;2017;9;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4009920.0;66.0;315.0;6054.0;6369.0;4.95;7.86;;;;;;;;;;;0.049480351026277
2017-10;2017;10;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4009920.0;66.0;279.0;6788.0;7067.0;3.95;6.96;;;;;;;;;;;0.0395915309224969
2017-11;2017;11;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4009920.0;66.0;206.0;6853.0;7059.0;2.92;5.14;;;;;;;;;;;0.029201699919568
2017-12;2017;12;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4009920.0;66.0;226.0;6572.0;6798.0;3.32;5.64;;;;;;;;;;;0.0333364985109172
2018-01;2018;1;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4016087.0;66.0;359.0;8227.0;8586.0;4.18;8.94;;;;;;;;;;;0.0418828928696541
2018-02;2018;2;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4016087.0;66.0;368.0;7885.0;8253.0;4.46;9.16;;;;;;;;;;;0.0445858672185795
2018-03;2018;3;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4016087.0;66.0;366.0;8841.0;9207.0;3.98;9.11;;;;;;;;;;;0.0398216781803319
2018-04;2018;4;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4016087.0;66.0;246.0;7390.0;7636.0;3.22;6.13;;;;;;;;;;;0.0322992213164884
2018-05;2018;5;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4016087.0;66.0;264.0;7513.0;7777.0;3.39;6.57;;;;;;;;;;;0.0340485720445805
2018-06;2018;6;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4016087.0;66.0;341.0;6603.0;6944.0;4.91;8.49;;;;;;;;;;;0.0491022042622441
2018-07;2018;7;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4016087.0;66.0;291.0;6423.0;6714.0;4.33;7.25;;;;;;;;;;;0.0433612836935063
2018-08;2018;8;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4016087.0;66.0;372.0;6555.0;6927.0;5.37;9.26;;;;;;;;;;;0.0537461147369683
2018-09;2018;9;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4016087.0;66.0;223.0;5743.0;5966.0;3.74;5.55;;;;;;;;;;;0.0374855548532501
2018-10;2018;10;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4016087.0;66.0;317.0;7004.0;7321.0;4.33;7.89;;;;;;;;;;;0.0433182966391167
2018-11;2018;11;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4016087.0;66.0;207.0;7664.0;7871.0;2.63;5.15;;;;;;;;;;;0.0263813709168222
2018-12;2018;12;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4016087.0;66.0;234.0;7218.0;7452.0;3.14;5.83;;;;;;;;;;;0.0314430413554904
2019-01;2019;1;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4044113.0;66.0;300.0;8516.0;8816.0;3.4;7.42;;;;;;;;;;;0.0340287532161898
2019-02;2019;2;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4044113.0;66.0;213.0;7736.0;7949.0;2.68;5.27;;;;;;;;;;;0.0267940978706389
2019-03;2019;3;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4044113.0;66.0;261.0;7334.0;7595.0;3.44;6.45;;;;;;;;;;;0.0344698280081901
2019-04;2019;4;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4044113.0;66.0;206.0;6340.0;6546.0;3.15;5.09;;;;;;;;;;;0.0314918018209528
2019-05;2019;5;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4044113.0;66.0;281.0;7115.0;7396.0;3.8;6.95;;;;;;;;;;;0.0379916937834714
2019-06;2019;6;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4044113.0;66.0;268.0;5834.0;6102.0;4.39;6.63;;;;;;;;;;;0.0440496868191198
2019-07;2019;7;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4044113.0;66.0;263.0;6538.0;6801.0;3.87;6.5;;;;;;;;;;;0.0386670181991575
2019-08;2019;8;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4044113.0;66.0;263.0;5937.0;6200.0;4.24;6.5;;;;;;;;;;;0.0425157956124344
2019-09;2019;9;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4044113.0;66.0;213.0;5602.0;5815.0;3.66;5.27;;;;;;;;;;;0.0366565523024269
2019-10;2019;10;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4044113.0;66.0;196.0;7343.0;7539.0;2.6;4.85;;;;;;;;;;;0.0260393723140778
2019-11;2019;11;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4044113.0;66.0;297.0;7046.0;7343.0;4.04;7.34;;;;;;;;;;;0.0405309855202174
2019-12;2019;12;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4044113.0;66.0;246.0;7269.0;7515.0;3.27;6.08;;;;;;;;;;;0.0327987835969332
2020-01;2020;1;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4055043.0;66.0;268.0;8288.0;8556.0;3.13;6.61;;;;;;;;;;;0.031320445030801
2020-02;2020;2;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4055043.0;66.0;273.0;7453.0;7726.0;3.53;6.73;;;;;;;;;;;0.0353959976669722
2020-03;2020;3;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4055043.0;66.0;328.0;6985.0;7313.0;4.49;8.09;;;;;;;;;;;0.0448716780047714
2020-04;2020;4;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4055043.0;66.0;244.0;5258.0;5502.0;4.43;6.02;;;;;;;;;;;0.0443993134590664
2020-05;2020;5;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4055043.0;66.0;311.0;5390.0;5701.0;5.46;7.67;;;;;;;;;;;0.054627422439958
2020-06;2020;6;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4055043.0;66.0;339.0;5538.0;5877.0;5.77;8.36;;;;;;;;;;;0.0577333775511195
2020-07;2020;7;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4055043.0;66.0;351.0;6042.0;6393.0;5.49;8.66;;;;;;;;;;;0.0549488265158498
2020-08;2020;8;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4055043.0;66.0;248.0;5739.0;5987.0;4.14;6.12;;;;;;;;;;;0.0414206344430178
2020-09;2020;9;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4055043.0;66.0;293.0;5342.0;5635.0;5.2;7.23;;;;;;;;;;;0.0519908709674966
2020-10;2020;10;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4055043.0;66.0;287.0;6700.0;6987.0;4.11;7.08;;;;;;;;;;;0.0411431491971548
2020-11;2020;11;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4055043.0;66.0;462.0;6966.0;7428.0;6.22;11.39;;;;;;;;;;;0.0622543211068802
2020-12;2020;12;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4055043.0;66.0;315.0;6233.0;6548.0;4.81;7.77;;;;;;;;;;;0.0481274692581563
2021-01;2021;1;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4067259.0;66.0;338.0;6713.0;7051.0;4.79;8.31;;;;;;;;;;;0.0480460615576588
2021-02;2021;2;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4067259.0;66.0;365.0;6222.0;6587.0;5.54;8.97;;;;;;;;;;;0.0554311597546479
2021-03;2021;3;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4067259.0;66.0;326.0;5551.0;5877.0;5.55;8.02;;;;;;;;;;;0.055516554209347
2021-04;2021;4;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4067259.0;66.0;318.0;6265.0;6583.0;4.83;7.82;;;;;;;;;;;0.0483501432754213
2021-05;2021;5;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4067259.0;66.0;347.0;6333.0;6680.0;5.19;8.53;;;;;;;;;;;0.0519655753456293
2021-06;2021;6;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4067259.0;66.0;356.0;6759.0;7115.0;5.0;8.75;;;;;;;;;;;0.0501403614519972
2021-07;2021;7;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4067259.0;66.0;427.0;7254.0;7681.0;5.56;10.5;;;;;;;;;;;0.055606026708518
2021-08;2021;8;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4067259.0;66.0;325.0;6461.0;6786.0;4.79;7.99;;;;;;;;;;;0.0480071984487552
2021-09;2021;9;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4067259.0;66.0;444.0;6323.0;6767.0;6.56;10.92;;;;;;;;;;;0.0656572121461737
2021-10;2021;10;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4067259.0;66.0;349.0;7229.0;7578.0;4.61;8.58;;;;;;;;;;;0.0461353309323582
2021-11;2021;11;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4067259.0;66.0;456.0;7238.0;7694.0;5.93;11.21;;;;;;;;;;;0.059282089227192
2021-12;2021;12;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4067259.0;66.0;499.0;7216.0;7715.0;6.47;12.27;;;;;;;;;;;0.0647372623442146
2022-01;2022;1;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4118481.0;66.0;408.0;6494.0;6902.0;5.91;9.91;;;;;;;;;;;0.0592193468489893
2022-02;2022;2;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4118481.0;66.0;381.0;6571.0;6952.0;5.48;9.25;;;;;;;;;;;0.0547981013689537
2022-03;2022;3;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4118481.0;66.0;421.0;7050.0;7471.0;5.64;10.22;;;;;;;;;;;0.0563511349421972
2022-04;2022;4;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4118481.0;66.0;382.0;6661.0;7043.0;5.42;9.28;;;;;;;;;;;0.0543498958341548
2022-05;2022;5;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4118481.0;66.0;533.0;7445.0;7978.0;6.68;12.94;;;;;;;;;;;0.0668207572153789
2022-06;2022;6;2;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4118481.0;66.0;425.0;6581.0;7006.0;6.07;10.32;;;;;;;;;;;0.0606816447964223
2022-07;2022;7;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4118481.0;66.0;518.0;7786.0;8304.0;6.24;12.58;;;;;;;;;;;0.0623912687199368
2022-08;2022;8;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4118481.0;66.0;583.0;6953.0;7536.0;7.74;14.16;;;;;;;;;;;0.0773560893778857
2022-09;2022;9;3;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4118481.0;66.0;529.0;7176.0;7705.0;6.87;12.84;;;;;;;;;;;0.0686485846263176
2022-10;2022;10;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4118481.0;66.0;488.0;7765.0;8253.0;5.91;11.85;;;;;;;;;;;0.0591425015156052
2022-11;2022;11;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4118481.0;66.0;506.0;8292.0;8798.0;5.75;12.29;;;;;;;;;;;0.0575121891815094
2022-12;2022;12;4;2;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4118481.0;66.0;455.0;8532.0;8987.0;5.06;11.05;;;;;;;;;;;0.0506408136649225
2023-01;2023;1;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4179246.0;66.0;433.0;8927.0;9360.0;4.63;10.36;;;;;;;;;;;0.046325938184605
2023-02;2023;2;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4179246.0;66.0;320.0;7546.0;7866.0;4.07;7.66;;;;;;;;;;;0.0407585792602748
2023-03;2023;3;1;1;Região de Saúde LVT;Centro Hospitalar do Médio Tejo, E.P.E.;4179246.0;66.0;526.0;8375.0;8901.0;5.91;12.59;;;;;;;;;;;0.0591064031379519
