Instituicao;Regiao;Periodo;Ano;Mes;Consumo_Carbapenemes;Populacao_Regiao;Total_Urgencias;Urgencias_Geral;Urgencias_Pediatricas;Urgencias_Obstetricia;Urgencias_Psiquiatrica;Total_Consultas;valor_base_sazonal;media_3m;media_6m;tendencia_mom;tendencia_yoy;indice_sazonal;forecast_hibrido;variacao_prevista_pct
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2015-10-01;2015;10;247.0;3184291.0;141537.0;108246.0;26117.0;7174.0;0.0;243994.0;0.0;221.33333333333334;225.83333333333334;0.33513513513513515;0.0;1.1088664421997756;178.41666666666669;-0.035585585585585444
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2015-11-01;2015;11;159.0;3184291.0;155773.0;118940.0;28926.0;7907.0;0.0;269473.0;0.0;197.0;211.83333333333334;-0.3562753036437247;0.0;0.7138047138047138;162.05;-0.34392712550607285
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2015-12-01;2015;12;213.0;3184291.0;170845.0;129965.0;32208.0;8672.0;0.0;291091.0;0.0;206.33333333333334;204.0;0.33962264150943394;0.0;0.9562289562289562;164.36666666666667;0.03375262054507333
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2016-01-01;2016;1;152.0;3177310.0;14582.0;10773.0;3043.0;766.0;0.0;22583.0;369.0;174.66666666666666;198.0;-0.2863849765258216;-0.5880758807588076;0.8268359020852221;146.73333333333332;-0.3111111111111112
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2016-02-01;2016;2;144.0;3177310.0;29338.0;21564.0;6284.0;1490.0;0.0;46413.0;253.0;169.66666666666666;183.33333333333334;-0.05263157894736842;-0.4308300395256917;0.7833182230281052;213.63333333333333;0.4054824561403507
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2016-03-01;2016;3;195.0;3177310.0;45634.0;33581.0;9796.0;2257.0;0.0;72117.0;208.0;163.66666666666666;185.0;0.3541666666666667;-0.0625;1.0607434270172258;187.9333333333333;0.30509259259259247
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2016-04-01;2016;4;189.0;3177310.0;60489.0;44700.0;12789.0;3000.0;0.0;95791.0;116.0;176.0;175.33333333333334;-0.03076923076923077;0.6293103448275862;1.028105167724388;182.2;-0.0656410256410257
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2016-05-01;2016;5;179.0;3177310.0;75890.0;56069.0;16048.0;3773.0;0.0;121718.0;243.0;187.66666666666666;178.66666666666666;-0.05291005291005291;-0.26337448559670784;0.9737080689029918;170.63333333333333;-0.09717813051146384
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2016-06-01;2016;6;114.0;3177310.0;89971.0;66869.0;18640.0;4462.0;0.0;146276.0;260.0;160.66666666666666;162.16666666666666;-0.36312849162011174;-0.5615384615384615;0.6201269265639165;177.58333333333331;-0.007914338919925656
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2016-07-01;2016;7;147.0;3177310.0;105247.0;78728.0;21281.0;5238.0;0.0;167474.0;188.0;146.66666666666666;161.33333333333334;0.2894736842105263;-0.21808510638297873;0.799637352674524;173.73333333333332;0.5239766081871344
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2016-08-01;2016;8;189.0;3177310.0;119768.0;90478.0;23274.0;6016.0;0.0;187047.0;232.0;150.0;168.83333333333334;0.2857142857142857;-0.1853448275862069;1.028105167724388;163.25;0.11054421768707479
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2016-09-01;2016;9;248.0;3177310.0;133500.0;101358.0;25389.0;6753.0;0.0;211422.0;185.0;194.66666666666666;177.66666666666666;0.31216931216931215;0.34054054054054056;1.3490480507706255;197.03333333333333;0.042504409171075785
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2016-10-01;2016;10;213.0;3177310.0;148239.0;112539.0;28234.0;7466.0;0.0;235862.0;247.0;216.66666666666666;181.66666666666666;-0.14112903225806453;-0.13765182186234817;1.1586582048957388;199.83333333333331;-0.194220430107527
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2016-11-01;2016;11;171.0;3177310.0;163088.0;123286.0;31587.0;8215.0;0.0;262885.0;159.0;210.66666666666666;180.33333333333334;-0.19718309859154928;0.07547169811320754;0.9301903898458749;208.83333333333334;-0.019561815336463173
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2016-12-01;2016;12;265.0;3177310.0;180119.0;135407.0;35779.0;8933.0;0.0;285264.0;213.0;216.33333333333334;205.5;0.5497076023391813;0.24413145539906103;1.441523118766999;201.61666666666667;0.17904483430799223
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2017-01-01;2017;1;218.0;3174530.0;17700.0;14002.0;3006.0;692.0;0.0;23770.0;152.0;218.0;217.33333333333334;-0.17735849056603772;0.4342105263157895;1.2427553444180524;216.79999999999998;-0.18188679245283024
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2017-02-01;2017;2;274.0;3174530.0;33453.0;26274.0;5816.0;1363.0;0.0;45427.0;144.0;252.33333333333334;231.5;0.25688073394495414;0.9027777777777778;1.561995249406176;226.01666666666668;0.0367737003058104
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2017-03-01;2017;3;268.0;3174530.0;51429.0;40404.0;8869.0;2156.0;0.0;71818.0;195.0;253.33333333333334;234.83333333333334;-0.021897810218978103;0.37435897435897436;1.5277909738717341;225.91666666666669;-0.1754866180048661
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2017-04-01;2017;4;209.0;3174530.0;68369.0;53977.0;11490.0;2902.0;0.0;92065.0;189.0;250.33333333333334;234.16666666666666;-0.22014925373134328;0.10582010582010581;1.1914489311163896;234.41666666666669;-0.12531094527363174
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2017-05-01;2017;5;124.0;3174530.0;85871.0;68049.0;14111.0;3711.0;0.0;115446.0;179.0;200.33333333333334;226.33333333333334;-0.40669856459330145;-0.30726256983240224;0.7068883610451306;205.86666666666667;-0.014992025518341223
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2017-06-01;2017;6;168.0;3174530.0;102931.0;81992.0;16505.0;4434.0;0.0;138878.0;114.0;167.0;210.16666666666666;0.3548387096774194;0.47368421052631576;0.9577197149643706;182.35000000000002;0.4705645161290324
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2017-07-01;2017;7;95.0;3174530.0;119944.0;96066.0;18669.0;5209.0;0.0;160465.0;147.0;129.0;189.66666666666666;-0.43452380952380953;-0.35374149659863946;0.5415676959619953;144.20000000000002;-0.1416666666666666
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2017-08-01;2017;8;134.0;3174530.0;136480.0;109988.0;20543.0;5949.0;0.0;181471.0;189.0;132.33333333333334;166.33333333333334;0.4105263157894737;-0.291005291005291;0.7638954869358671;145.46666666666667;0.5312280701754386
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2017-09-01;2017;9;213.0;3174530.0;152368.0;123099.0;22584.0;6685.0;0.0;202937.0;248.0;147.33333333333334;157.16666666666666;0.5895522388059702;-0.14112903225806453;1.214251781472684;158.61666666666667;0.18370646766169152
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2017-10-01;2017;10;167.0;3174530.0;170846.0;137880.0;25459.0;7507.0;0.0;226695.0;213.0;171.33333333333334;150.16666666666666;-0.215962441314554;-0.215962441314554;0.952019002375297;180.31666666666666;-0.15344287949921753
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2017-11-01;2017;11;83.0;3174530.0;188697.0;151834.0;28555.0;8308.0;0.0;251166.0;171.0;154.33333333333334;143.33333333333334;-0.5029940119760479;-0.5146198830409356;0.47315914489311167;162.76666666666668;-0.02534930139720548
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2017-12-01;2017;12;152.0;3174530.0;207732.0;166814.0;31840.0;9078.0;0.0;269856.0;265.0;134.0;140.66666666666666;0.8313253012048193;-0.42641509433962266;0.8665083135391924;143.39999999999998;0.7277108433734938
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2018-01-01;2018;1;251.0;3174900.0;19320.0;15296.0;3232.0;792.0;0.0;25108.0;218.0;162.0;166.66666666666666;0.6513157894736842;0.15137614678899083;1.2904884318766068;184.0;0.21052631578947367
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2018-02-01;2018;2;189.0;3174900.0;36972.0;29412.0;6089.0;1471.0;0.0;46848.0;274.0;197.33333333333334;175.83333333333334;-0.24701195219123506;-0.3102189781021898;0.9717223650385605;195.01666666666668;-0.2230411686586985
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2018-03-01;2018;3;296.0;3174900.0;54261.0;43379.0;8688.0;2194.0;0.0;71042.0;268.0;245.33333333333334;189.66666666666666;0.5661375661375662;0.1044776119402985;1.5218508997429305;234.36666666666667;0.24003527336860664
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2018-04-01;2018;4;182.0;3174900.0;70699.0;56899.0;10856.0;2944.0;0.0;92368.0;209.0;222.33333333333334;192.16666666666666;-0.38513513513513514;-0.1291866028708134;0.9357326478149101;222.41666666666666;-0.2485923423423424
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2018-05-01;2018;5;154.0;3174900.0;88306.0;71000.0;13515.0;3791.0;0.0;114403.0;124.0;210.66666666666666;204.0;-0.15384615384615385;0.24193548387096775;0.7917737789203085;208.33333333333334;0.14468864468864484
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2018-06-01;2018;6;132.0;3174900.0;105135.0;84568.0;15983.0;4584.0;0.0;137967.0;168.0;156.0;200.66666666666666;-0.14285714285714285;-0.21428571428571427;0.6786632390745502;163.0;0.05844155844155852
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2018-07-01;2018;7;261.0;3174900.0;123114.0;99297.0;18405.0;5412.0;0.0;161259.0;95.0;182.33333333333334;202.33333333333334;0.9772727272727273;1.7473684210526317;1.3419023136246786;185.46666666666667;0.4050505050505051
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2018-08-01;2018;8;221.0;3174900.0;141147.0;114346.0;20574.0;6227.0;0.0;180763.0;134.0;204.66666666666666;207.66666666666666;-0.1532567049808429;0.6492537313432836;1.1362467866323906;183.63333333333333;-0.29642401021711373
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2018-09-01;2018;9;140.0;3174900.0;157849.0;128137.0;22698.0;7014.0;0.0;202272.0;213.0;207.33333333333334;181.66666666666666;-0.3665158371040724;-0.3427230046948357;0.7197943444730077;184.96666666666667;-0.1630467571644042
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2018-10-01;2018;10;168.0;3174900.0;176076.0;142605.0;25591.0;7880.0;0.0;227451.0;167.0;176.33333333333334;179.33333333333334;0.2;0.005988023952095809;0.8637532133676092;184.56666666666666;0.31833333333333336
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2018-11-01;2018;11;137.0;3174900.0;192758.0;155996.0;28166.0;8596.0;0.0;251390.0;83.0;148.33333333333334;176.5;-0.18452380952380953;0.6506024096385542;0.7043701799485861;160.51666666666668;-0.044543650793650746
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2018-12-01;2018;12;203.0;3174900.0;210426.0;169963.0;31078.0;9385.0;0.0;272134.0;152.0;169.33333333333334;188.33333333333334;0.48175182481751827;0.3355263157894737;1.0437017994858613;157.76666666666668;0.1515815085158152
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2019-01-01;2019;1;169.0;3183672.0;18654.0;14767.0;3070.0;817.0;0.0;27361.0;251.0;169.66666666666666;173.0;-0.16748768472906403;-0.32669322709163345;0.864081806561568;167.13333333333333;-0.1766830870279147
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2019-02-01;2019;2;216.0;3183672.0;36654.0;29019.0;6147.0;1488.0;0.0;51717.0;189.0;196.0;172.16666666666666;0.2781065088757396;0.14285714285714285;1.1043885811674476;199.85000000000002;0.18254437869822504
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2019-03-01;2019;3;114.0;3183672.0;54506.0;43354.0;8910.0;2242.0;0.0;74589.0;296.0;166.33333333333334;167.83333333333334;-0.4722222222222222;-0.6148648648648649;0.5828717511717085;171.3166666666667;-0.20686728395061715
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2019-04-01;2019;4;346.0;3183672.0;70794.0;56586.0;11230.0;2978.0;0.0;98496.0;182.0;225.33333333333334;197.5;2.0350877192982457;0.9010989010989011;1.7690668939071155;231.11666666666667;1.0273391812865498
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2019-05-01;2019;5;212.0;3183672.0;88912.0;71444.0;13733.0;3735.0;0.0;125519.0;154.0;224.0;210.0;-0.3872832369942196;0.37662337662337664;1.083936940775458;211.4;-0.38901734104046237
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2019-06-01;2019;6;230.0;3183672.0;106075.0;85559.0;15981.0;4535.0;0.0;146062.0;132.0;262.6666666666667;214.5;0.08490566037735849;0.7424242424242424;1.1759693225394119;226.48333333333335;0.06831761006289305
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2019-07-01;2019;7;134.0;3183672.0;124111.0;100642.0;18114.0;5355.0;0.0;170818.0;261.0;192.0;208.66666666666666;-0.41739130434782606;-0.48659003831417624;0.6851299531316574;185.0;-0.19565217391304346
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2019-08-01;2019;8;109.0;3183672.0;141648.0;115428.0;19972.0;6248.0;0.0;189783.0;221.0;157.66666666666666;190.83333333333334;-0.1865671641791045;-0.5067873303167421;0.5573072006817213;188.2833333333333;0.4050995024875619
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2019-09-01;2019;9;259.0;3183672.0;159490.0;130168.0;22263.0;7059.0;0.0;212784.0;140.0;167.33333333333334;215.0;1.3761467889908257;0.85;1.3242437153813378;192.36666666666667;0.7648318042813456
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2019-10-01;2019;10;186.0;3183672.0;178491.0;145232.0;25336.0;7923.0;0.0;240326.0;168.0;184.66666666666666;188.33333333333334;-0.28185328185328185;0.10714285714285714;0.9510012782275244;176.83333333333331;-0.31724581724581735
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2019-11-01;2019;11;249.0;3183672.0;196714.0;159493.0;28605.0;8616.0;0.0;264410.0;137.0;231.33333333333334;194.5;0.3387096774193548;0.8175182481751825;1.2731146144013634;207.61666666666665;0.11621863799283139
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2019-12-01;2019;12;123.0;3183672.0;217622.0;175281.0;32902.0;9439.0;0.0;287253.0;203.0;186.0;176.66666666666666;-0.5060240963855421;-0.39408866995073893;0.6288879420536855;173.4;-0.30361445783132524
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2020-01-01;2020;1;88.0;3184567.0;20041.0;15732.0;3482.0;827.0;0.0;25201.0;169.0;153.33333333333334;169.0;-0.2845528455284553;-0.47928994082840237;0.5295887662988967;167.96666666666667;0.36558265582655824
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2020-02-01;2020;2;183.0;3184567.0;38342.0;30469.0;6273.0;1600.0;0.0;48746.0;216.0;131.33333333333334;181.33333333333334;1.0795454545454546;-0.1527777777777778;1.1013039117352057;153.86666666666667;0.7484848484848485
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2020-03-01;2020;3;300.0;3184567.0;48748.0;39524.0;7185.0;2039.0;0.0;66060.0;114.0;190.33333333333334;188.16666666666666;0.639344262295082;1.631578947368421;1.8054162487462388;194.81666666666666;0.06457194899817842
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2020-04-01;2020;4;133.0;3184567.0;56042.0;45968.0;7628.0;2446.0;0.0;78146.0;346.0;205.33333333333334;179.33333333333334;-0.5566666666666666;-0.615606936416185;0.8004012036108326;179.26666666666668;-0.4024444444444444
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2020-05-01;2020;5;128.0;3184567.0;65810.0;54608.0;8287.0;2915.0;0.0;95564.0;212.0;187.0;159.16666666666666;-0.03759398496240601;-0.39622641509433965;0.7703109327983952;210.45;0.582330827067669
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2020-06-01;2020;6;165.0;3184567.0;76564.0;64110.0;9065.0;3389.0;0.0;115688.0;230.0;142.0;166.16666666666666;0.2890625;-0.2826086956521739;0.9929789368104314;163.25;0.275390625
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2020-07-01;2020;7;140.0;3184567.0;89166.0;75132.0;10043.0;3991.0;0.0;138823.0;134.0;144.33333333333334;174.83333333333334;-0.15151515151515152;0.04477611940298507;0.8425275827482448;170.61666666666667;0.03404040404040409
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2020-08-01;2020;8;-24.0;3184567.0;101965.0;86301.0;11091.0;4573.0;0.0;157803.0;109.0;93.66666666666667;140.33333333333334;-1.1714285714285715;-1.2201834862385321;-0.1444332998996991;115.73333333333333;-0.17333333333333334
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2020-09-01;2020;9;179.0;3184567.0;114114.0;96611.0;12377.0;5126.0;0.0;181174.0;259.0;98.33333333333333;120.16666666666667;-8.458333333333334;-0.3088803088803089;1.0772316950852558;107.01666666666667;-5.459027777777778
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2020-10-01;2020;10;261.0;3184567.0;126554.0;107070.0;13711.0;5773.0;0.0;206360.0;186.0;138.66666666666666;141.5;0.4581005586592179;0.4032258064516129;1.5707121364092278;163.58333333333334;-0.08612662942271876
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2020-11-01;2020;11;203.0;3184567.0;137863.0;116737.0;14890.0;6236.0;0.0;230854.0;249.0;214.33333333333334;154.0;-0.2222222222222222;-0.18473895582329317;1.221664994984955;190.56666666666666;-0.2698595146871009
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2020-12-01;2020;12;238.0;3184567.0;148553.0;125994.0;15827.0;6732.0;0.0;252015.0;123.0;234.0;166.16666666666666;0.1724137931034483;0.9349593495934959;1.4322968906720162;216.65;0.0672413793103448
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2021-01-01;2021;1;177.0;3192833.0;10785.0;9385.0;959.0;441.0;0.0;23331.0;88.0;206.0;172.33333333333334;-0.25630252100840334;1.0113636363636365;0.8267808485792136;179.29999999999998;-0.246638655462185
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2021-02-01;2021;2;76.0;3192833.0;19224.0;16808.0;1511.0;905.0;0.0;46520.0;183.0;163.66666666666666;189.0;-0.5706214689265536;-0.5846994535519126;0.35500194628260023;156.13333333333333;-0.11789077212806032
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2021-03-01;2021;3;497.0;3192833.0;30465.0;26617.0;2315.0;1533.0;0.0;74811.0;300.0;250.0;242.0;5.5394736842105265;0.6566666666666666;2.321525885558583;234.2;2.081578947368421
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2021-04-01;2021;4;166.0;3192833.0;43155.0;37499.0;3512.0;2144.0;0.0;100289.0;133.0;246.33333333333334;226.16666666666666;-0.6659959758551308;0.24812030075187969;0.7753989879330478;251.01666666666665;-0.49493628437290416
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2021-05-01;2021;5;125.0;3192833.0;58228.0;50026.0;5408.0;2794.0;0.0;126610.0;128.0;262.6666666666667;213.16666666666666;-0.2469879518072289;-0.0234375;0.5838847800700662;221.88333333333333;0.3366465863453816
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2021-06-01;2021;6;151.0;3192833.0;74592.0;63118.0;8032.0;3442.0;0.0;150096.0;165.0;147.33333333333334;198.66666666666666;0.208;-0.08484848484848485;0.7053328143246399;158.86666666666665;0.27093333333333325
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2021-07-01;2021;7;256.0;3192833.0;92051.0;77298.0;10586.0;4167.0;0.0;174152.0;140.0;177.33333333333334;211.83333333333334;0.695364238410596;0.8285714285714286;1.1957960295834955;185.21666666666667;0.2266004415011038
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2021-08-01;2021;8;200.0;3192833.0;108781.0;91338.0;12514.0;4929.0;0.0;193576.0;-24.0;202.33333333333334;232.5;-0.21875;-9.333333333333334;0.9342156481121059;198.91666666666669;-0.22298177083333326
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2021-09-01;2021;9;270.0;3192833.0;125544.0;104809.0;15087.0;5648.0;0.0;218170.0;179.0;242.0;194.66666666666666;0.35;0.5083798882681564;1.2611911249513428;174.59999999999997;-0.12700000000000022
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2021-10-01;2021;10;222.0;3192833.0;144356.0;119310.0;18690.0;6356.0;0.0;243346.0;261.0;230.66666666666666;204.0;-0.17777777777777778;-0.14942528735632185;1.0369793694044376;212.33333333333334;-0.21358024691358024
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2021-11-01;2021;11;119.0;3192833.0;162287.0;133341.0;21922.0;7024.0;0.0;271152.0;203.0;203.66666666666666;203.0;-0.46396396396396394;-0.41379310344827586;0.555858310626703;214.93333333333334;-0.0318318318318318
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2021-12-01;2021;12;310.0;3192833.0;179245.0;146942.0;24568.0;7735.0;0.0;292988.0;238.0;217.0;229.5;1.6050420168067228;0.3025210084033613;1.4480342545737641;217.95;0.8315126050420167
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2022-01-01;2022;1;206.0;3221026.0;16505.0;13763.0;2113.0;629.0;0.0;26201.0;177.0;211.66666666666666;221.16666666666666;-0.33548387096774196;0.1638418079096045;0.7905340582027502;219.78333333333333;-0.2910215053763441
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2022-02-01;2022;2;261.0;3221026.0;31865.0;26225.0;4303.0;1337.0;0.0;52463.0;76.0;259.0;231.33333333333334;0.2669902912621359;2.4342105263157894;1.001598976654941;234.3;0.13737864077669903
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2022-03-01;2022;3;446.0;3221026.0;51832.0;41663.0;8037.0;2132.0;0.0;81452.0;497.0;304.3333333333333;260.6666666666667;0.7088122605363985;-0.10261569416498995;1.711544611448673;245.56666666666666;-0.05913154533844189
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2022-04-01;2022;4;344.0;3221026.0;70710.0;56574.0;11299.0;2837.0;0.0;103873.0;166.0;350.3333333333333;281.0;-0.22869955156950672;1.072289156626506;1.3201151263191557;358.8666666666667;-0.1953662182361734
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2022-05-01;2022;5;158.0;3221026.0;92544.0;74088.0;14862.0;3594.0;0.0;134067.0;125.0;316.0;287.5;-0.5406976744186046;0.264;0.6063319475535658;277.45;-0.1934593023255814
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2022-06-01;2022;6;194.0;3221026.0;110213.0;88587.0;17357.0;4269.0;0.0;159754.0;151.0;232.0;268.1666666666667;0.22784810126582278;0.2847682119205298;0.7444835305404541;221.45;0.4015822784810126
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2022-07-01;2022;7;286.0;3221026.0;129292.0;104151.0;20052.0;5089.0;0.0;185450.0;256.0;212.66666666666666;281.5;0.4742268041237113;0.1171875;1.0975375759513912;220.98333333333335;0.13908934707903797
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2022-08-01;2022;8;232.0;3221026.0;147663.0;119445.0;22233.0;5985.0;0.0;208759.0;200.0;237.33333333333334;276.6666666666667;-0.1888111888111888;0.16;0.8903102014710585;252.86666666666667;-0.1158508158508158
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2022-09-01;2022;9;321.0;3221026.0;165835.0;134235.0;24798.0;6802.0;0.0;236138.0;270.0;279.6666666666667;255.83333333333334;0.38362068965517243;0.18888888888888888;1.2318516149664216;256.58333333333337;0.1059626436781611
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2022-10-01;2022;10;213.0;3221026.0;186825.0;150276.0;28906.0;7643.0;0.0;262912.0;222.0;255.33333333333334;234.0;-0.3364485981308411;-0.04054054054054054;0.8173968660057563;251.86666666666667;-0.21536863966770503
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2022-11-01;2022;11;140.0;3221026.0;208653.0;166519.0;33773.0;8361.0;0.0;292198.0;119.0;224.66666666666666;231.0;-0.3427230046948357;0.17647058823529413;0.5372561560601216;226.03333333333333;0.06118935837245698
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2022-12-01;2022;12;326.0;3221026.0;229105.0;182400.0;37594.0;9111.0;0.0;316487.0;310.0;226.33333333333334;253.0;1.3285714285714285;0.05161290322580645;1.2510393348257116;212.86666666666667;0.5204761904761905
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2023-01-01;2023;1;314.0;3251765.0;19138.0;15383.0;3082.0;673.0;0.0;29604.0;206.0;260.0;257.6666666666667;-0.03680981595092025;0.5242718446601942;1.071977240398293;269.3;-0.17392638036809815
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2023-02-01;2023;2;417.0;3251765.0;37279.0;29955.0;6005.0;1319.0;0.0;55075.0;261.0;352.3333333333333;288.5;0.32802547770700635;0.5977011494252874;1.4236130867709813;303.91666666666663;-0.03211252653927821
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2023-03-01;2023;3;207.0;3251765.0;57467.0;46046.0;9365.0;2056.0;0.0;86440.0;446.0;312.6666666666667;269.5;-0.5035971223021583;-0.5358744394618834;0.7066856330014224;289.3833333333333;-0.30603517186251006
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2023-04-01;2023;4;299.0;3251765.0;75965.0;61081.0;12141.0;2743.0;0.0;111440.0;344.0;307.6666666666667;283.8333333333333;0.4444444444444444;-0.1308139534883721;1.0207681365576102;328.18333333333334;0.585426731078905
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2023-05-01;2023;5;254.0;3251765.0;96052.0;77232.0;15269.0;3551.0;0.0;144389.0;158.0;253.33333333333334;302.8333333333333;-0.1505016722408027;0.6075949367088608;0.8671408250355618;286.31666666666666;-0.04241917502787074
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2023-06-01;2023;6;203.0;3251765.0;114836.0;92581.0;17952.0;4303.0;0.0;173543.0;194.0;252.0;282.3333333333333;-0.20078740157480315;0.04639175257731959;0.6930298719772403;242.29999999999998;-0.0460629921259843
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2023-07-01;2023;7;445.0;3251765.0;134523.0;108852.0;20585.0;5086.0;0.0;198196.0;286.0;300.6666666666667;304.1666666666667;1.1921182266009853;0.5559440559440559;1.519203413940256;280.3833333333333;0.3811986863711001
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2023-08-01;2023;8;243.0;3251765.0;154106.0;125411.0;22806.0;5889.0;0.0;221244.0;232.0;297.0;275.1666666666667;-0.45393258426966293;0.04741379310344827;0.8295874822190611;288.25;-0.3522471910112359
Centro Hospitalar Entre Douro Vouga;Região de Saúde Norte;2023-09-01;2023;9;266.0;3251765.0;172292.0;140333.0;25307.0;6652.0;0.0;247965.0;321.0;318.0;285.0;0.09465020576131687;-0.17133956386292834;0.908108108108108;290.9;0.19711934156378597
